,nombre_app,puntaje,bigramas_caracteristicas,conteo
1013,Wonder - Arte IA,5,creaciones infinitas resultados buenos,1
1014,Wonder - Arte IA,5,imágenes repetidas,1
1015,Wonder - Arte IA,5,placer absoluto,1
1016,Wonder - Arte IA,5,mente brillante,1
1017,Wonder - Arte IA,5,agua listillos,1
1018,Wonder - Arte IA,5,arte pura,1
1019,Wonder - Arte IA,5,imágenes maravillosas,1
1020,Wonder - Arte IA,5,super buenarda,1
1021,Wonder - Arte IA,5,aplicación genial,1
1022,Wonder - Arte IA,5,cosas increibles,1
